dish_name,ingredient_name
Classic Pizza Margherita Recipe - Pizza Topped With Cheese And Tomato Sauce,"salt,pizza pasta sauce,dry yeast dried,mozzarella cheese,water,sugar,virgin olive oil,basil leaves,red chilli flakes,dried oregano,sooji,flour,soojirolling"
Jackfruit Idli Recipe - Pansu Idli,"salt,rice,coconut,jaggery,jackfruit riperipe,ghee grease idli moulds,cardamom powder"
Karnataka Steel Awarekalu Pulao Recipe - Awarekalu Pulao,"tomato,basmati rice,salt,ginger,green chilli,avarekalu lilva beans,bay leaf,ghee,cardamompodsseeds,mint leaves,mint leaves,red chilli powder,cloves garlic,corianderleaves,onion,cinnamon stick,cloves,coriander powder,green chillies,garam masala powder"
Mirchi Lahsun Ka Chunda Recipe (Chilli Garlic Chunda),"salt,asafoetida,cloves garlic,cumin seeds,lemon,green chillies,sunflower oil"
Chicken In A Foil Recipe,"tomato,salt,cumin powder,coconut,tandoori masala,red chilli powder,cashew nuts ground paste,lemon,curd,tomato ketchup,ginger garlic paste,poppy seeds ground paste,red chilli sauce,chicken legs"
Surul Appam Recipe,"salt,coconut,ghee,sugar,cardamom powder,flour"
Punjabi Choori Recipe (Sweet Crumbled Rotis),"sugar jaggery,mixed nuts like cashew almonds,tawa paratha leftover,ghee"
Cabbage Tomato Pachadi Recipe,"tomato,salt,mustard seeds,asafoetida,curry leaves,dry red chillies,cumin seeds,tamarind,turmeric powder,chana dal,cabbage,sunflower oil"
Anhui Style Egg Dumpling Recipe,"salt,ginger,rice,spring onion,cloves garlic,soy sauce,sugar,onion,black pepper powder,pepper,eggs,red chilli sauce,sunflower oil"
Instant Sooji Oats Dhokla Recipe - Steamed Semolina & Oats Dhokla,"salt,green chillies,mustard seeds,asafoetida,coconut,corianderleaves,curry leaves,curd,sesame seeds,sooji,enos fruit salt,sunflower oil plus oil greasing,red chilli powder sprinkling,instant oats"
"South Indian Kosambari Recipe With Raw Mango, Cucumber, Carrot & Beetroot","green chillies,salt,sunflower oil,coconut,mustard seeds,asafoetida,carrot,curry leaves,mango,white urad dal,cucumber,beetroot,chana dal,paneer cubes"
Chettinad Podalangai Vadai Recipe (Chettinad Style Snake Gourd Fritters),"snake gourd,green chillies,yellow moong dal,ginger,fennel seeds,curry leaves,corianderleaves,dry red chillies,cinnamon stick,cloves,chana dal"
Amritsari dal recipe - Amritsari Dal (Recipe in Hindi),"tomato,turmeric powder,salt,ginger,red chilli powder,lentil sugar,black urad dal,chana dal,onion,oil,green chillies,take celery,garam masala powder"
Kerala Style Puttu Upma Recipe With Scrambled Eggs,"salt,green chilli,eggs,mustard seeds,black urad dal,curry leaves,rice puttu wheat puttu,cumin seeds,turmeric powder,sunflower oil"
The Croque Madame Sandwich Recipe,"wheat brown bread,wheat flour,nutmeg ground,salt,milk,dijon mustard,pepper,eggs,cheese cheese,butter"
Recipe - Sprouted Green Moong with Tadka,"salt,coconut,corianderleaves,green moong dal sprouted,carrot,onion,lemon,cucumber,green chillies"
Fish Tikka Masala Skewer Recipe,"salt,kashmiri red chilli powder,mustard oil,corianderleaves,chaat masala powder,gram flour,curd,fish fillet,lemon,mint leaves,garam masala powder"
Methi Jowar Ragi Thalipeeth Recipe - Healthy Diabetic Friendly Recipe,"methi leavestighly packed,salt,cumin powder,jowar flour,red chilli powder,gram flour,ragi flour,onion,coriander powder,turmeric powder,green chillies,sunflower oil"
Vellai / Jaggerya Dosa Recipe,"wheat flour,ghee,jaggery,water,cardamom powder"
Paneer Kolhapuri Recipe (Cottage Cheese In Maharashtrian Gravy With Kolhapuri Masala),"cashew nuts,tomato,salt,corianderleaves,paneer,kolhapuri masala,red chilli powder,ginger garlic paste,onion,turmeric powder"
Instant Masala Beans Idli Recipe,"salt,green beans,ginger,sunflower oil,mustard seeds,asafoetida,white urad dal,curd,sooji,enos fruit salt,kala jeera"
Grilled Eggplant With Spirulina Basil Pesto and Tofu Recipe,"yellow bell pepper,salt,ginger,mint leaves,brinjal,cloves garlic,basil leaves,virgin olive oil,spirulina,badam,onion,black pepper powder,green bell pepper,tofu,red chilli sauce"
Arbi Ke Patte Ke Pakode - Colocasia Leaf Rolls Recipe,"colocasia leaves,cumin powder,salt,amchur,chaat masala powder,red chilli powder,water,gram flour,ginger garlic paste,lemon,coriander powder,sunflower oil"
Mexican Vegetarian Fajitas Recipe,"yellow bell pepper,salt,green bell peppers,red bell pepper,cumin powder,tomato,sunflower oil,paprika powder,tortillas,sour,guacamole,onion,tomato salsa,thyme leaves,rajma,black pepper powder,cheddar cheese,dried oregano"
Sprouted Horse Gram Thoran Recipe - No Onion No Garlic,"tomato,salt,ginger,green chilli,coconut,horse gram dalsprouted,red chilli powder,cumin seeds,turmeric powder"
Creamy Dal Makhani Recipe,"tomato,black cardamom,green chillies,ginger,salt,full fat,asafoetida,red chilli powder,water,onion,cumin seeds,rajma,turmeric powder,coriander powder,black urad dal,cloves,butter,garam masala powder"
Instant Red Chilli Pickle Recipe,"salt,red chillies,mustard seeds,fennel seeds,lemon,turmeric powder,sunflower oil"
Vaangi Shimla Mirchi Bhaji Recipe - Brinjal Capsicum Gravy,"tomato,salt,ginger,kashmiri red chilli powder,corianderleaves,mustard seeds,asafoetida,potato,cloves garlic,brinjalpurple,curry leaves,onion,byadagi chilli powder,green bell pepper,turmeric powder,garam masala powder,sunflower oil"
Potato Cabbage Pea Vegetable Recipe,"salt,ginger,potato,methi leaves,green peas,red chilli powder,corianderleaves,onion,turmeric powder,coriander powder,cauliflowerfloret,sunflower oil"
Tofu Chocolate Mousse Recipe,"tofu,salt,almond milk (badam milk,vanilla,maple syrup,cocoa powder,coconut oil"
Pumpkin Wade (Sweet Pumpkin Pooris) Recipe,"salt,wheat flour,parangikai pumpkin,jaggery,soda,cumin seeds,sesame seeds,sunflower oil"
Dahi Ma Bheeda Recipe (Dahi Bhindi - Parsi Style Okras Cooked In Yogurt Recipe),"salt,cumin powder,ginger,curd till smooth,bhindislice,red chilli powder,cloves garlic,turmeric powder,sunflower oil"
Gujarati Sev Tameta Nu Shaak | Sev Tamatar Ki Sabzi Recipe,"tomato,salt,ginger,green chilli,sev,mustard seeds,ghee,jaggery,red chilli powder,curry leaves,cumin seeds,turmeric powder"
Broccoli and Pepper Rice Recipe - Broccoli & Pepper Rice (Recipe In Hindi),"rice,capsicum,saltoil,capsicum,cloves garlic,coriander,onion,broccoli,lemon,black pepper powder,green chillies"
Thai Style Mung Bean Fritter Recipe,"baking powder,yellow moong dal,red chillies,salt,green chilli,eggs,cloves garlic,corianderleaves,sugar,lemon,vinegar,stalks spring onion greens"
Masala Soda Shikanji Recipe - Masala Soda Shikanji Recipe,"chaat masala powder,black salt salt,cumin powder,lemon the juice,ice,sprite lemon soda,lemon,green chillies,peppermint"
Potato Basil Fritters Recipe,"salt,red chilli flakes,basil leaves,italian,eggs,potato,wheat bread crumbs,sunflower oil"
Tuna Rasam Bhaji Recipe (Tuna Sabzi Flavored with Rasam Powder),"tomato bitesize,salt,ginger,corianderleaves,mixed vegetables,red chilli powder,carrot,lemon,onion,cumin seeds,rasam powder,canned tuna,green bell pepper,sunflower oil saute,turmeric powder,green chillies,potatobitesize"
Thai Coconut Garlic Rice Recipe - Thai Coconut Garlic Rice Recipe,"rice,water,cloves garlic,salt flavored,garlic,dry coconut,corianderleaves,coconut milk,coconut oil"
Kaya Tholi Thoran Recipe (Raw Banana Thoran),"garlic cloves,salt,green chillies,coconut,mustard seeds,water,curry leaves,dry red chillies,cumin seeds,turmeric powder,banana,sunflower oil"
 Patiala Aloo Recipe,"turmeric powder,amchur powder,tomato,corianderleaves,green chilli,asafoetida,cumin powder,red chilli powder,chaat masala powder,fenugreek seeds,bay leaf,kasoori methi,coriander powder,potatoes,tamarind paste,mustard oil other oil,cumin seeds,garam masala powder"
Quinoa Brown Rice and Vegetable Pulao Recipe,"corianderleaves,cloves garlic,carrot,onion,black pepper powder,turmeric powder,salt,green chilli,virgin olive oil ghee,garam masala powder,brown rice,green beans,water,lemon,coconut milk,cauliflowerflorets,ginger,fennel seeds,potato,green peas,quinoa"
Quinoa and Vegetable Saute Recipe,"salt,red bell pepper,ginger,green peas,red chilli powder,carrot,virgin olive oil,onion,cumin seeds,lemon,yield,coriander powder,turmeric powder,quinoa"
Paneer Do Pyaza Recipe,"tomato,salt,heavy whipping cream,cardamompodsseeds,paneer,red chilli powder,ginger garlic paste,onion,cumin seeds,coriander powder,turmeric powder,kasuri methi,garam masala powder,sunflower oil"
Pakistani Roasted Gosht Recipe,"nutmeg,corianderleaves,ajwain,black peppercorns,onion,turmeric powder,sunflower oil,salt,black cardamom,cardamompodsseeds,dry red chillies,mace,red chilli powder,curd,garlic,ginger,ghee,bay leaf,cinnamon stick,mutton,coriander powder,cloves"
Mushroom Stuffed Ravioli With Burnt Butter Sauce Recipe,"virgin olive oil,cloves garlic,onion,black pepper powder,water needed,salt,britannia,spinach,cloves garlic,mozzarella cheese,basil leaves,cayenne pepper,flour,chives,button mushrooms,eggs,butter,cheese,eggs,parsley leaves,parmesan cheese"
Badam Milk Recipe - Almond Milk Recipe,"saffron,milk,almonds soak,sugar,cardamom break"
Creamy Beetroot and Potato Puree Recipe - Baby Food,"urmeric powder,salt,asafoetida,potato,cumin powder,beetroot"
 Green Beans Fry (Recipe In Hindi),"turmeric powder,green chilli,asafoetida,red chilli powder,green beans,coriander powder,oil salt,cumin seeds"
Cheesy Garlic Spinach Corn Paneer Sandwich Recipe,"wheat brown bread,spinach,paneer,nutralite cheesy garlic mayo,herb butter,cloves garlic,sweet corn,britannia cheese block"
Shrimp Stir Fry With Cheesy Dip Mayo Recipe,"yellow bell pepper,tomato,red bell pepper,salt,red chilli powder,soy sauce,basil leaves,green chilli sauce,onion,garlic,del monte cheesy dip,green bell pepper,broccoli florets,shrimps deveined,garam masala powder,sunflower oil"
Ginger-Holi Basil Teasene - Ginger Basil Tea Recipe,"ginger,water,lemon,tulsi"
Spinach Mushroom Stir Fry Recipe,"salt,cumin powder,spinach,black pepper corns,cloves garlic,onion,button mushrooms"
A Creamy & Delicious Gulkand Kulfi Recipe,"fennel seeds,sugar,gulkand,badam,milk"
Couscous Salad With Cucumber And Feta Cheese Recipe,"salt,corianderleaves,black pepper powder,raisins,water,virgin olive oil,kalmatta olives,feta cheese,cucumber,couscous,sunflower oil"
Mexican Chicken Soup Recipe,"tomato,salt,cumin powder,green chilli,corianderleaves,chicken stock,celery,cloves garlic,carrot,red chilli powder,onion,lemon,canola oil,sweet corn,chicken breasts,dried oregano"
Zoodles In Creamy Basil Pesto Recipe,"cashew nuts,salt,sun dried tomato,green zucchini,virgin olive oil,cloves garlic,basil leaves loosely packed,basil leaves,avocado,lemon,parmesan cheese"
Bread Halwa Recipe,"wheat brown bread,mixed dry fruits,ghee,milk,sugar,edible silver foilleafedible,cardamom powder"
Saunf Wali Hari Gobi Sabzi Recipe - Cauliflower Spiced with Fennel and Green Chutney,"tomato,salt,ginger,bay leaves,fennel seeds,cauliflower,red chilli powder,curd,coriander powder,turmeric powder,green chutney,sunflower oil"
Malabar Style Kozhi Pidi Recipe - Rice Dumplings In Chicken Stew,"salt,ginger,coconut,red chilli powder,cloves garlic,water,curry leaves,onion,chicken,coconut oil,coriander powder,rice flour,turmeric powder,garam masala powder"
Beetroot And Chickpea Kebab/Tikki Recipe - Evening Snack,"salt,cumin powder,corn flour,amchur,asafoetida,red chilli powder,gram flour,kabuli chana,peanuts,beetroots,sooji,coriander powder,turmeric powder,garam masala powder,sunflower oil"
Instant Rava Appam With Vegetables Recipe,"tomato,salt,green beans,corianderleaves,water,carrot,curd,onion,sooji,enos fruit salt,green chillies,sunflower oil"
Tamil Nadu Style Potato Masiyal Recipe (South Indian Style Aloo Masala),"cashew nuts,salt,ginger,chana dal,mustard seeds,sesameoil,cloves garlic,gram flour,curry leaves,corianderleaves,onion,potato,turmeric powder,green chillies"
Cauliflower Pepper Fry Recipe (Chettinad Style),"salt,mustard seeds,asafoetida,cauliflower,black peppercorns,curry leaves,dry red chillies,cumin seeds,turmeric powder,sunflower oil"
Quinoa Vangi Bath Recipe,"cashew nuts,vangi bath powder,salt,mustard seeds,brinjal,asafoetida,dry red chilli,kabuli chana,white urad dal,curry leaves,lemon,turmeric powder,chana dal,quinoa,sunflower oil"
Cheesy Mushroom Masala Dosa Recipe,"tomato,pav bhaji masala,ragi seeds,britannia cheese block,barley,paneer,mint leaves,idli rice,chaat masala powder,red chilli powder,cloves garlic,water soaking,methi seeds,onion,button mushrooms,green chillies,white urad dal"
Orange & Date Muffin Recipe,"baking powder,wheat flour,salt,orange,dates,baking soda,orange juice,eggs flaxseed eggs replacer,brown sugar,buttermilk,flour,butter cooled,walnuts,cinnamon powder"
Dhaba Style Dal Palak Recipe,"tomato,green chillies,salt,arhar dal,ginger,ghee,cloves garlic,dry red chillies,onion,lemon,cumin seeds,turmeric powder,spinach leaves,garam masala powder,sunflower oil"
Bihari Chana Daal Puri Recipe,"salt,wheat flour,corianderleaves,red chilli powder,cumin seeds,coriander powder,turmeric powder,chana dal,sunflower oil"
Kolhapuri akha masoor dal recipe (masoor dal in kholpuri masala),"tomato,ginger,coconut,red chilli powder,cloves garlic,kolhapuri khanda lasun masala goda masala,onion,sesame seeds,turmeric powder,masoor dal"
Mango Buckwheat Porridge Recipe,"cashew nuts,bananas,mango,mint leaves,milk almond milk,strawberries,badam,lemon,dates,buckwheat flourkuttu ka dalia"
Aam Pora Shorbot Recipe - Bengali Aam Panna Recipe,"cumin powder,black salt,ice cubes,mint leaves,water,mango,sugar jaggery"
Penne Pasta With Veggies in Tomato Base Recipe,"penne pasta per instruction,salt,green beans,white pepper powder,tomato,rosemary,cheese,milk,virgin olive oil,carrot,red chilli flakes,onion,black olives,green bell pepper,flour,dried oregano"
Malabar Style Ney Pathiri Recipe (Fried Masala Rice Puri),"salt,coconut,onion,cumin seeds,rice flour,sunflower oil the pathiris"
Fresh Fruit Bowl Recipe,"salt,orange,bananas,chaat masala powder,strawberries,apple,green seedless grapes,pomegranate fruit kernels,pepper,kiwi,red grapes"
Whole Wheat Pasta Salad With Capsicum And Corn Recipe,"salt,lettuce leaves,corianderleaves,cloves garlic,virgin olive oil,curd,red yellow green bell peppers,classic mayonnaise,tomato large,sweet corn,pepper,pasta fusilli"
Cauliflower Coconut Milk Stew Recipe,"tomato,salt,cardamompodsseeds,bay leaf,cauliflower,red chilli powder,black peppercorns,cloves garlic,corianderleaves,coconut milk,turmeric powder,sunflower oil"
Caribbean Vegetable Patties Recipe (Hand Pie),"tomato,salt,nutmeg powder,paprika powder,water,ginger garlic paste,onion,curry powder,coconut oil,spice powder,green bell pepper,flour,turmeric powder,mixed vegetables,cinnamon powder"
 Roasted Cauliflower Dill Soup Recipe,"salt,heart leaves,flower cabbage,milk,pepper powder,walnuts roast,oil"
Moong Dal Methi Ki Sabzi (Recipe in Hindi),"tomato,turmeric powder,ginger,fenugreek,cumin powder,asafoetida,water,onion,oil,coriander powder,green moong dal,green chillies,cumin seeds"
Goan Egg Drop Curry Recipe,"salt,coconut,water,tamarind marble,corianderseeds,onion,garlic,dry red chillies,eggs,turmeric powder,sunflower oil"
Spicy Soya Bhurji Recipe - North Indian Soya Matar Bhurji,"tomato,salt,ginger,corianderleaves,chana masala powder,green peas,cloves garlic,red chilli powder,onion,soybeans,coriander powder,turmeric powder,green chillies,garam masala powder,sunflower oil"
Bihari Style Kadhi Bari Recipe,"salt,enos fruit salt,kashmiri red chilli powder,bay leaf,ghee,ajwain,red chilli powder,cloves garlic,gram flour,curry leaves,dry red chilli,corianderseeds,cumin seeds,coriander powder,turmeric powder,curd sour"
Sprouted Kollu Sambar Recipe - Horse Gram Sambar With Vegetables,"tomato,salt,tamarind water,mustard seeds,bottle gourdcubes,asafoetida,horse gram dalsprouted,carrot,pearl onion,curry leaves,dry red chillies,gingelly oil,turmeric powder,sambar powder"
Sukha Bhel Recipe With Boiled Peanuts - Peanut Bhel Chaat,"tomato,green chilli,mustard oil,corianderleaves,puffed rice,chaat masala powder,red chilli powder,onion,lemon,peanuts,black salt white salt,potato"
Warm Red Lentil Salad With Goat Cheese Recipe,"tomato,salt,kasundi mustard sauce,masoor dal dried,spinach,bay leaf,virgin olive oil,cloves garlic,onion,vinegar,goat cheese,black pepper powder"
Goan Stuffed Masala Recipe,"salt,ginger,cardamompodsseeds,black pepper corns,cinnamon stick,jaggery,cloves garlic,dry red chillies,onion,cumin seeds,vinegar,tamarind paste,turmeric powder,cloves"
Shakarkandi Ka Halwa Recipe (Sweet Potato Halwa),"ghee,sugar,cardamom powder,sweet potato,mixed nuts"
Bengali Style Dimer Torka Recipe (Egg Tadka Dal Recipe),"tomato,salt,cumin powder,arhar dal,ginger,chana dal,green chilli,ghee,red chilli powder,cloves garlic,white urad dal,cinnamon stick,onion,cardamom powder,kasuri methi,coriander powder,turmeric powder,cloves"
Milagu Keerai Poricha Kootu Recipe - Palak And Moong Dal Kootu,"salt,yellow moong dal,coconut,mustard seeds,red amaranth leaves,black peppercorns,curry leaves,white urad dal,coconut oil,turmeric powder,cuminseeds"
Garlic Methi Raita Recipe,"salt,cumin powder,black salt,kashmiri red chilli powder,methi leaves,chaat masala powder,water,curd,garlic,sunflower oil"
Chickpea and Broccoli Quesadilla Recipe,"salt,cumin powder,cloves garlic,red chilli flakes,kabuli chana,onion,broccoli,dried oregano,tortillas"
Bengali Egg Curry Recipe,"tomato,salt,cumin powder,bay leaf,cardamompodsseeds,potato,red chilli powder,black peppercorns,water,ginger garlic paste,corianderleaves,onion,cumin seeds,panch phoran masala,coriander powder,eggs,turmeric powder,green chillies,sunflower oil"
Avarakalu Rawa Laddu Recipe - No field beans semolina,"coconut,ghee,jaggery,avarekalu lilva beans skin,cardamom powder,sooji"
"Beetroot, Carrot and Cucumber Salad Recipe - Beetroot, Carrot & Cucumber Salad with Peanuts Recipe","salt,green chilli,coriander,chaat masala powder,peanuts,carrot,chakundar,lemon,black pepper powder,cucumber"
Mediterranean Quinoa Bowl Recipe With Red Bell Pepper Sauce,"tomato,salt,spring onion greens,red bell pepper,pomegranate molasses,paprika powder,mixed vegetables,virgin olive oil,herbs herbswalnuts,quinoa"
Pineapple Paneer Darts Recipe,"pineapple,red bell pepper,hung curd,cumin powder,black salt,salt,paneer cottage cheese,ajwain,cloves garlic ground paste,red chilli powder,gram flour,fennel seedsground powder,black pepper powder,coriander powder,turmeric powder,kasuri methi,ginger ground paste,garam masala powder,sunflower oil"
Kale and Mushroom French Soup Recipe - Kale and Mushroom French Soup Recipe,"salt,parcel,capsicum,cloves garlic,kale,onion,vegetable stock chicken stock,black pepper powder,button mushrooms,capsicumtake apple cider vinegar,butter"
Sabudana Tikki Recipe ( Spiced Tapioca Pearls Patties Recipe),"peanut oil pan,salt,cumin powder,sabudana,green chilli,amchur,potato,raisins,badamskin,peanutscoursely"
Mushroom Tikka Masala Dry Recipe,"salt,kashmiri red chilli powder,curd greek yogurt,chaat masala powder,gram flour,ginger garlic paste,onion,lemon,green bell pepper,button mushrooms,turmeric powder,kasuri methi,garam masala powder,sunflower oil"
Honey Glazed Corn Fritters Recipe,"salt,ginger,potato,soy sauce,green chilli sauce,spring onion,wheat bread crumbs,sweet corn,tomato pasta sauce,flour,green chillies,sunflower oil"
Milk pudding recipe,"salt,coconut,ghee,jaggery,water,milk divided,cardamom powder,coconut milk,rice flour"
Baked Mexican Rice Recipe,"tomato,salt,rice,mozzarella cheese,red chilli flakes,cloves garlic,ginger garlic paste,sweet corn,sugar,tomato ketchup,onion,green bell pepper,rajma,black pepper powder,dried oregano,black olives,sunflower oil"
Karela Tikki Recipe - Healthy Diabetic Snack,"salt,sunflower oil tikkis,karela,paneer,corianderleaves,chaat masala powder,red chilli powder,carrot,turmeric powder,green chillies,oats flour"
Ask Roti Recipe,"salt,wheat flour,nutmeg powder,ghee,milk,saffron strands,cardamom powder,sunflower oil"
Aloo Patta Gobhi Sabzi Recipe - Potato Leaf Cabbage Vegetable Recipe,"turmeric powder,salt,cumin,coriander leaves,fennel,cinnamon,red chilli powder,bay leaf,onion,oil,coriander powder,potatoes,cabbage"
Aam Ka Panna Recipe With Jaggery,"cumin powder,black salt,ice cubes,water,mango,jaggery sugar,black pepper powder,mint leaves"
Thakkali Rasam Recipe - South Indian Tomato Rasam,"tomato,salt,cumin powder,arhar dal,tamarind water,mustard seeds,ghee,asafoetida,red chilli powder,cloves garlic,curry leaves,corianderleaves,cumin seeds,black pepper powder,coriander powder,turmeric powder"
Cheesy Corn On The Cob Recipe,"ginger,sunflower oil,sweet corn on the cob,corianderleaves,salted butter,lemon,parmesan cheese cheese,lemon without the pith"
Quinoa Rice Pudding With Turmeric Recipe,"cardamompodsseeds,basmati rice white rice; we can substitute this brown rice,sugar,coconut milk,maple syrup,turmeric powder,mixed nuts fruit,quinoa"
Thai Style Beansprouts & Raw Mango Salad Recipe,"lemon,salt,chilli oil sesame oil,corianderleaves,green moong sprouts,red chilli powder,soy sauce,mango,peanuts,brown sugar"
Ragi Kanji Recipe - Salt Version,"salt,cumin powder,asafoetida,ajwain,water,curd,ragi flour,cumin seeds"
Gujarati Dal Recipe - Gujarati Dal (Recipe In Hindi),"tomato,turmeric powder,corianderleaves,ginger,salt,tur dal,cinnamon,asafoetida,jaggery,red chilli powder,peanuts,mustard,curry leaves,oil,kokum lemon,cumin seeds"
Andi Unda (Kerala Special Cashew & Rice Balls) Recipe,"mattaice,cashew nuts unsalted,jaggery brown sugar,dry coconut"
Achari Baingan Bharta Recipe,"tomato,corianderleaves,brinjal,asafoetida,ajwain,onion,cumin seeds,turmeric powder,green chillies,sunflower oil,salt,dry red chillies,garlic cloves,achari masala,kalonji,mustard seeds,red chilli powder,methi seeds,ginger,amchur,mango pickle,fennel seeds,coriander powder"
Makhana Pakora Recipe - Puffed Lotus Seed Pakoras Recipe,"turmeric powder,makhana crush ghee,green chilli,red chilli powder,curry leaves,onion,salt corianderleaves,oil,cumin seeds,crush gram flour"
Pattani Sundal Recipe - Green Peas Sundal Recipe,"salt,ginger,asafoetida,mustard seeds,coconut,green peas,curry leaves,white urad dal,dry red chillies,green chillies,sunflower oil"
Carrot and Capsicum Mix Dal Recipe,"tomato,salt,ginger,arhar dal,green chilli,tamarind water,mustard seeds,asafoetida,carrot,curry leaves,red yellow green bell peppers,cumin seeds,turmeric powder"
 Pineapple Cucumber Salad Recipe,"pineapple,salt,coriander,lemon,lemon,black pepper powder,cucumber"
Egg White Cheese Scrambled Eggs With Spinach & Caramelized Onion Recipe,"salt,spinach,eggs,onion,cheddar cheese,butter plus,black pepper powder"
Creamy Pumpkin Pasta Sauce Recipe,"salt,red bell pepper,britannia,parangikai pumpkin,milk,virgin olive oil,cloves garlic,cheese flavored like jalepeno peppers works great"
Baked Whole Wheat Masala Baati Recipe (Healthy Rajasthani Spiced Wheat Dumplings),"salt,wheat flour,cumin powder,coriander powder,ghee,green peas,red chilli powder,ginger garlic paste,curd,onion,cumin seeds,sooji,turmeric powder,green chillies,sunflower oil"
Carrot Cashew Smoothie Recipe,"cashew nuts,cardamom powder,carrot,milk,sugar"
Instant Dosa Mix Powder Recipe,"arhar dal,poha,rice flour sooji rice will also do,white urad dal,methi seeds,soojisemolina,black urad dal,chana dal"
Pearl Barley Vegetable Soup Recipe,"salt,vegetable stock,barley,bay leaf,potato,red chilli powder,cloves garlic,virgin olive oil,carrot,black peppercorns,onion,parsley leaves,button mushrooms,stalk celery"
Chicken Mole With Brown Rice Recipe,"mole sauce,salt,brown rice,chicken,sweet corn,dried oregano"
Vegetarian Malai Kebab Recipe,"corianderleaves,salt,cheese chaat masala powder,oil,rice flour"
Roasted Garlic Pineapple Paneer Pizza Recipe,"salt,wheat flour,pineapple,red bell pepper,britannia cheese garlic,mixed herbs,britannia cheezza,paneer,pizza pasta sauce,virgin olive oil,dry yeast,water,jalapenos,sugar,onion,black olives,broccoli florets,flour"
Maharashtrian Tomato Essence Recipe,"tomato,salt,coconut,mustard seeds,asafoetida,cloves garlic,curry leaves,dry red chillies,cumin seeds,sunflower oil"
Mixed Vegetable Paratha Recipe,"salt,water knead,wheat flour,corianderleaves,potato,cauliflower,green peas,red chilli powder,carrot,onion,ghee roasting,coriander powder,green chillies,garam masala powder,sunflower oil"
Red Spicy Salsa Recipe,"salt,red bell pepper,tomato core,cloves garlic,virgin olive oil,sugar,chipotle peppers,onion,corianderleaves,green bell pepper"
Crispy Crab Rangoons Recipe,"cheese,ginger,britannia,soy sauce,carrot,crab meat,sugar,onion,wonton wraps,sunflower oil"
Rayalaseema Steel Borugula Upma Recipe,"salt,green chilli,coconut,puffed rice,mustard seeds,gram dal,curry leaves,corianderleaves,white urad dal,onion,lemon,peanuts,cumin seeds,turmeric powder,sunflower oil"
Milk Sooji Fudge Recipe,"ghee,milk,sugar,cardamom powder,almonds,sooji"
Jello Poke Cake Recipe,"pecans,baking powder,salt,jelly mix flavour will do,milk,natural bourbon vanilla,water,vivatta maida,sugar,eggs,butter,walnuts"
Uggani Recipe - Puffed Rice Upma,"tomato,salt,corianderleaves,puffed rice,mustard seeds,gram dal,curry leaves,white urad dal,onion,lemon,peanuts,white urad dalurad dal,turmeric powder,green chillies"
Uttarakhand Aloo Ke Gutke Recipe,"salt,mustard oil,asafoetida,corianderleaves,red chilli powder,dry red chilli,cumin seeds,coriander powder,potato,turmeric powder"
Onion Mango Salad Recipe - Instant Mango Pickle,"salt,cumin powder,jaggery,red chilli powder,mango,onion"
Aloo Posto Recipe (Potatoes In Poppy Seed Paste),"salt,kalonji,mustard oil,corianderleaves,poppy seeds,onion,potato,turmeric powder,green chillies,sunflower oil"
Teriyaki Tofu Recipe,"sriracha sauce chilli sauce,dark soy sauce,spring onion greens,brown sugar,tofu,sesame seeds"
Chewy Strawberry Muesli Oats Cookie Recipe,"wheat flour,eggs,milk,jaggery,virgin olive oil,strawberries,muesli,vanilla,instant oats,cinnamon powder"
Sweet and Sour Mangalore Cucumber Chutney Recipe,"salt,tamarind water,mustard seeds,asafoetida,jaggery,red chilli powder,curry leaves,white urad dal,mangalorean cucumber,turmeric powder,sunflower oil"
Hot Coffee Latte Recipe,"cocoa powder,sugar,milk,coffee decoction"
Alfredo Spaghetti Pasta Recipe in Broccoli & Olives,"cheese,salt,milk,cloves garlic,broccoli,black olives,black pepper powder,del monte spaghetti pasta,sunflower oil"
Eggless Paneer Mc Puff Recipe -Mc Donald's Style,"salt,red bell pepper,paneer,water,soy sauce,green chilli sauce,sugar,garlic,ghee butter,black pepper powder,green bell pepper,tomato pasta sauce,flour,butter"
Paneer Bake Pit Paniyaram Recipe,"tomato,idli dosa batter,coriander,ginger,salt,paneer,onion,red chilli powder,onion,cumin seeds,turmeric powder,green chillies,sunflower oil"
Grilled Sub Sandwich Recipe With Paneer & Roasted Vegetables,"cheese,salt,red bell pepper,mustard sauce,cloves garlic,red chilli flakes,baguette,virgin olive oil,lemon,iceberg lettuce,thyme leaves,paneer ness,rosemary dried,pepper,yellow zucchini,butter,dried oregano"
Eggless Oreo Cake Recipe With Buttercream Frosting,"oreo biscuits,milk,oreo biscuits,vanilla,badam,caster sugar,sugar,icing sugar,butter,enos fruit salt sachet baking powder"
Paplet Hooman Recipe - Goan Pomfret Curry,"pomfret fish can substitute fish except shellfish mackerels),salt,coconut,black peppercorns,dry red chillies preferably byadgi,corianderseeds,onion,turmeric powder,coconut oil,tamarind lemon"
Red Smoothie Bowl Recipe,"bananas,spinach,ice cubes,mango,tender coconut water,coconut,strawberries hulled,kiwi fruit,lemon,broccoli,celery stick,cucumber,mint leaves,beetroot,flax seed powder"
